Index,speaker,label_m,comment_m,label_j,comment_j,sent_sv,sent_en,sent_idx,paragraph_idx,comment_translation
1450,Johan Pehrson (L),,,,,Valfriheten är inte ett hot mot skolan; den är en räddning för många barn.,Freedom of choice is not a threat to the school; it is a salvation for many children.,0,2,
1451,Johan Pehrson (L),,,,,Vi ska respektera föräldrar som tar ansvar för sina barns framtid och inte sabotera för dem.,We must respect parents who take responsibility for their children&#39;s future and not sabotage them.,1,2,
1452,Johan Pehrson (L),,,,,Tvärtom ska vi öka föräldrarnas ansvar för sina barn.,"On the contrary, we must increase parents&#39; responsibility for their children.",2,2,
1453,Johan Pehrson (L),,,,,"Vi måste lära oss av skolor som klarar av att vända utvecklingen, till exempel på Järvafältet här i Stockholm, och vi ska agera kompromisslöst mot oseriösa aktörer som startar skolor.","We must learn from schools that are able to turn the tide, for example at Järvafältet here in Stockholm, and we must act uncompromisingly against unscrupulous actors who start schools.",3,2,
1454,Johan Pehrson (L),,,,,Inga islamister ska driva skolor i Sverige.,No Islamists should run schools in Sweden.,4,2,
1455,Johan Pehrson (L),,,,,Det tar tid att bygga upp men går fort att riva ned.,It takes time to build up but is quick to tear down.,0,3,
1456,Johan Pehrson (L),,,,,Det fick vi erfara när S-regeringen kommunaliserade skolan.,We got to experience this when the S-government communalized the school.,1,3,
1457,Johan Pehrson (L),,,,,Jag var själv ute som elevrådsordförande och demonstrerade emot detta redan då.,I myself was out as student council chairman and demonstrated against this even then.,2,3,
1458,Johan Pehrson (L),,,,,"Lärarnas auktoritet urholkades, och kraven sänktes.","Teachers&#39; authority was eroded, and demands were lowered.",3,3,
1459,Johan Pehrson (L),,,,,Detta tar lång tid att reparera.,This takes a long time to repair.,4,3,
1460,Johan Pehrson (L),,,,,Vi måste ta itu med det mest akuta först.,We must deal with the most urgent first.,0,4,
1461,Johan Pehrson (L),,,,,Det handlar om att känna trygghet i skolan.,It&#39;s about feeling safe at school.,1,4,
1462,Johan Pehrson (L),,,,,"Skolan måste få ordningsregler, och det ska råda nolltolerans mot brott.","The school must have rules of order, and there must be zero tolerance for crime.",2,4,
1463,Johan Pehrson (L),,,,,Lärarna ska få vara lärare.,The teachers must be allowed to be teachers.,3,4,
1464,Johan Pehrson (L),,,,,Fru talman!,Madam President!,0,5,
1465,Johan Pehrson (L),,,,,"I dagarna firar vi 100 år av demokrati, men vi firar också 180 år av folkskola.","Today we celebrate 100 years of democracy, but we also celebrate 180 years of primary school.",1,5,
1466,Johan Pehrson (L),,,,,Den allmänna folkskolan är grunden för demokratin.,The public primary school is the basis of democracy.,2,5,
1467,Johan Pehrson (L),,,,,"Utan kunskap för alla - ingen egenmakt, och på sikt en mycket svag demokrati.","Without knowledge for everyone - no autonomy, and in the long run a very weak democracy.",3,5,
1468,Johan Pehrson (L),,,,,(Applåder),(Applause),0,6,
1469,Jimmie Åkesson (SD),,,,,Fru talman!,Madam President!,0,0,
1470,Jimmie Åkesson (SD),,,,,"Jag har noterat de senaste dagarnas diskussion, inte minst från Liberalernas sida, vad gäller restriktionerna kopplade till pandemin.","I have taken note of the recent debate, not least on the part of the Liberals, regarding the restrictions linked to the pandemic.",1,0,
1471,Jimmie Åkesson (SD),,,,,"I går aviserade Liberalerna, om jag är rätt ute, att man tänker rösta nej till pandemilagen.","Yesterday, the Liberals announced, if I am right, that they intend to vote no to the pandemic law.",2,0,
1472,Jimmie Åkesson (SD),,,,,Jag tycker att det är ett ogenomtänkt förslag.,I think that is an ill-considered proposal.,0,1,
1473,Jimmie Åkesson (SD),,,,,Det behövs en lagstiftning som ger regeringen befogenhet att agera skyndsamt och utifrån myndigheters rekommendationer och annat.,Legislation is needed that gives the government the power to act urgently and on the basis of government recommendations and other things.,1,1,
1474,Jimmie Åkesson (SD),,,,,Däremot har Liberalerna rätt i att detta innebär allvarliga och stora inskränkningar i människors fri- och rättigheter och i civilsamhället vad gäller näringsliv och annat.,"On the other hand, the Liberals are right that this means serious and major restrictions on people&#39;s freedoms and rights and in civil society with regard to business and other things.",2,1,
1475,Jimmie Åkesson (SD),,,,,"Men, fru talman, vad jag vet har inte Liberalerna lagt fram några förslag som förändrar det där.","But, Madam President, as far as I know, the Liberals have not put forward any proposals to change that.",3,1,
1476,Jimmie Åkesson (SD),,,,,Däremot har Sverigedemokraterna lagt fram ett förslag där vi vill förändra pandemilagen så att vi ökar riksdagens kontrollmakt.,"On the other hand, the Sweden Democrats have put forward a proposal where we want to change the pandemic law so that we increase the Riksdag&#39;s control power.",0,2,
1477,Jimmie Åkesson (SD),,,,,De beslut som fattas ska underställas riksdagen skyndsamt och så vidare.,The decisions that are made must be submitted to the Riksdag promptly and so on.,1,2,
1478,Jimmie Åkesson (SD),,,,,Min fråga till Johan Pehrson är om Liberalerna skulle kunna tänka sig att tänka om och i stället stödja vårt förslag till en förändrad pandemilag.,My question to Johan Pehrson is whether the Liberals could consider rethinking and instead support our proposal for a changed pandemic law.,0,3,
1479,Johan Pehrson (L),,,,,Fru talman!,Madam President!,0,0,
1480,Johan Pehrson (L),,,,,Jimmie Åkesson ställer en mycket relevant fråga.,Jimmie Åkesson asks a very relevant question.,1,0,
1481,Johan Pehrson (L),,,,,"Grunden i den svenska konstitutionen är att vi här i riksdagen stiftar lagar, accepterar en regering, fastställer budgeten och sedan, som sagt, kontrollerar vad regeringen håller på med.","The basis of the Swedish constitution is that we in the Riksdag enact laws, accept a government, set the budget and then, as I said, control what the government is doing.",2,0,
1482,Johan Pehrson (L),,,,,Det är regeringen som styr sina myndigheter.,It is the government that controls its authorities.,3,0,
1483,Johan Pehrson (L),,,,,Detta är utgångspunkten.,This is the starting point.,4,0,
1484,Johan Pehrson (L),,,,,"När vi släppte igenom pandemilagen, som vi också efterfrågade från Liberalernas sida, var det ett helt annat akut läge.","When we passed the pandemic law, which we also demanded from the Liberals, it was a completely different emergency situation.",0,1,
1485,Johan Pehrson (L),,,,,"Men nu, två år in i pandemin, måste vi börja lära oss att leva med att det kommer att finnas RS-virus, kräksjukor, fortsatta influensor och nya variationer av covid.","But now, two years into the pandemic, we must begin to learn to live with the fact that there will be RS virus, vomiting, continued flu and new variations of covid.",1,1,
1486,Johan Pehrson (L),,,,,Därför säger vi: Nu räcker det.,That is why we say: Now that&#39;s enough.,0,2,
1487,Johan Pehrson (L),,,,,Vi behöver se till att vi tar tillbaka denna kompetens och att vi i så fall bemödar oss att samlas lite oftare i riksdagen och genomför de begränsningar som är helt nödvändiga.,We need to ensure that we take back this competence and that in that case we make an effort to gather a little more often in the Riksdag and implement the restrictions that are absolutely necessary.,1,2,
1488,Johan Pehrson (L),,,,,Vi i Liberalerna tycker nu att regeringen har gått för långt.,We in the Liberals now think that the government has gone too far.,0,3,
1489,Johan Pehrson (L),,,,,"Vi är självklart beredda att lyssna på Sverigedemokraterna om ni har ett annat förslag, men poängen är att friheten i Sverige måste försvaras.","We are of course prepared to listen to the Sweden Democrats if you have another proposal, but the point is that freedom in Sweden must be defended.",1,3,
1490,Jimmie Åkesson (SD),,,,,Fru talman!,Madam President!,0,0,
1491,Jimmie Åkesson (SD),,,,,Jag har stor respekt för det Johan Pehrson för fram och för det resonemang som finns här.,I have great respect for what Johan Pehrson puts forward and for the reasoning that exists here.,1,0,
1492,Jimmie Åkesson (SD),,,,,"Men man missar någonstans målet när man säger att vi ska rösta nej till pandemilagen, för jag menar att den behövs.","But you miss the point somewhere when you say that we should vote no to the pandemic law, because I mean that it is needed.",0,1,
1493,Jimmie Åkesson (SD),,,,,Vi behöver en permanent lag som är kopplad till kriser av det här slaget.,We need a permanent law that is linked to crises of this kind.,1,1,
1494,Jimmie Åkesson (SD),,,,,"Pandemilagen är tillfällig, och det bör den också vara.","The Pandemic Act is temporary, and it should be.",2,1,
1495,Jimmie Åkesson (SD),,,,,"Vi borde kanske ha kommit längre under de här två åren, så att vi nu inte skulle ha en tillfällig lag utan i stället en permanent lagstiftning som reglerar detta på ett mer genomtänkt och bättre sätt.","Maybe we should have gone further in these two years, so that we would now not have a temporary law but instead a permanent legislation that regulates this in a more thoughtful and better way.",3,1,
1496,Jimmie Åkesson (SD),,,,,"Men, fru talman, så länge vi inte har det menar jag att vi måste ha en pandemilag.","But, Madam President, as long as we do not have it, I mean we must have a pandemic law.",0,2,
1497,Jimmie Åkesson (SD),,,,,"Den måste dock vara bättre, och den måste garantera att vi får en politisk förankring och att vi får en politisk debatt kring det som sker.","However, it must be better, and it must guarantee that we have a political foothold and that we have a political debate about what is happening.",1,2,
1498,Jimmie Åkesson (SD),,,,,Därför menar jag att det är ansvarslöst att i det här läget rösta nej till pandemilagen.,"Therefore, I believe that it is irresponsible to vote against the pandemic law in this situation.",2,2,
1499,Jimmie Åkesson (SD),,,,,Men det finns sätt att förändra pandemilagen så att den blir mindre dålig och till och med blir bättre.,But there are ways to change the pandemic law so that it becomes less bad and even better.,3,2,
1500,Jimmie Åkesson (SD),,,,,"Min uppmaning till Liberalerna är: Tänk om, och rösta i stället på Sverigedemokraternas förslag!","My appeal to the Liberals is: Think again, and vote instead on the Sweden Democrats&#39; proposal!",0,3,
